City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
155,Mataura,NZ,2020-12-25 01:04:06,-46.19,168.86,57.0,66,96,11.99
156,Aklavik,CA,2020-12-25 01:04:06,68.22,-135.01,-2.2,84,75,2.24
157,Richards Bay,ZA,2020-12-25 01:04:06,-28.78,32.04,70.3,89,100,7.78
158,Hazaribag,IN,2020-12-25 01:04:06,23.98,85.35,49.59,58,0,3.96
159,Lompoc,US,2020-12-25 01:02:39,34.64,-120.46,68.0,16,1,8.05
160,Tiksi,RU,2020-12-25 01:04:07,71.69,128.87,-19.82,88,100,10.78
161,Narsaq,GL,2020-12-25 01:04:07,60.92,-46.05,26.6,53,0,26.4
162,Nikolskoye,RU,2020-12-25 01:04:07,59.7,30.79,33.01,99,75,6.71
163,Katsuura,JP,2020-12-25 01:04:08,35.13,140.3,51.8,53,20,14.99
164,Milkovo,RU,2020-12-25 01:04:08,54.72,158.62,0.7,90,100,0.81
165,Faanui,PF,2020-12-25 01:04:08,-16.48,-151.75,80.62,75,100,13.62
166,Kushima,JP,2020-12-25 01:04:08,31.46,131.23,48.2,59,20,19.46
167,Gat,IL,2020-12-25 01:04:09,31.61,34.76,54.0,93,0,1.12
168,Kondinskoye,RU,2020-12-25 01:04:09,59.65,67.41,-32.71,83,2,3.91
169,Sergeyevka,KZ,2020-12-25 01:04:09,53.88,67.42,-1.79,92,92,9.71
170,Norman Wells,CA,2020-12-25 01:04:09,65.28,-126.83,1.4,84,75,4.7
171,Teya,RU,2020-12-25 01:04:10,60.38,92.63,-20.34,82,100,10.78
172,Denpasar,ID,2020-12-25 01:00:09,-8.65,115.22,84.2,70,20,4.7
173,Kui Buri,TH,2020-12-25 01:04:10,12.08,99.85,78.8,57,20,5.82
174,Hilo,US,2020-12-25 01:04:10,19.73,-155.09,82.4,58,40,6.93
175,Kayerkan,RU,2020-12-25 01:04:11,69.35,87.76,-29.2,73,0,6.71
176,Arraial Do Cabo,BR,2020-12-25 00:59:56,-22.97,-42.03,72.61,93,48,12.21
177,Santa Rosa,PH,2020-12-25 01:04:11,14.31,121.11,84.99,88,20,2.24
178,Katobu,ID,2020-12-25 01:04:12,-4.94,122.53,78.04,89,100,4.27
179,Kailua,US,2020-12-25 01:03:01,21.4,-157.74,78.8,65,40,10.29
180,Ca Mau,VN,2020-12-25 01:03:09,9.18,105.15,79.27,84,100,11.68
181,Constantine,DZ,2020-12-25 01:04:13,36.37,6.61,42.8,75,0,2.24
182,Agirish,RU,2020-12-25 01:04:13,61.92,63.02,-25.11,86,100,2.53
183,Calabozo,VE,2020-12-25 01:04:13,8.92,-67.43,80.35,61,24,6.96
184,Tazovskiy,RU,2020-12-25 01:04:13,67.47,78.7,-41.82,81,38,2.19
185,Oak Harbor,US,2020-12-25 01:04:14,48.29,-122.64,44.01,67,1,4.7
186,Puerto El Triunfo,SV,2020-12-25 00:59:45,13.28,-88.55,78.8,83,0,3.36
187,Puerto Ayora,EC,2020-12-25 01:04:14,-0.74,-90.35,73.99,93,78,7.0
188,Vysokogornyy,RU,2020-12-25 01:04:14,50.12,139.15,-6.25,89,94,1.99
189,Amberley,US,2020-12-25 01:04:15,39.2,-84.43,23.0,67,90,16.11
190,Gobabis,NA,2020-12-25 01:04:15,-22.45,18.97,69.8,30,100,3.36
191,Atuona,PF,2020-12-25 01:04:15,-9.8,-139.03,78.94,78,29,14.54
192,Sabha,LY,2020-12-25 01:01:28,27.04,14.43,50.85,66,0,9.51
193,Kahului,US,2020-12-25 01:00:02,20.89,-156.47,84.2,54,40,23.04
194,Cairns,AU,2020-12-25 01:04:09,-16.92,145.77,80.6,83,40,8.05
195,Popondetta,PG,2020-12-25 01:04:16,-8.75,148.25,91.54,52,100,3.33
196,Kavadarci,MK,2020-12-25 01:02:38,41.43,22.01,46.0,100,90,1.5
197,Karratha,AU,2020-12-25 01:04:17,-20.74,116.85,93.0,36,0,5.99
198,Chifeng,CN,2020-12-25 01:00:31,42.27,118.96,3.42,85,0,4.25
199,Juneau,US,2020-12-25 01:04:03,58.3,-134.42,35.6,93,90,3.36
200,Husavik,IS,2020-12-25 01:04:18,66.04,-17.34,48.2,61,40,6.93
201,Askarovo,RU,2020-12-25 01:04:18,53.34,58.51,21.2,92,90,11.18
202,De-Kastri,RU,2020-12-25 01:04:19,51.47,140.78,-4.77,81,0,4.72
203,Ostroleka,PL,2020-12-25 01:04:19,53.09,21.58,39.0,75,100,10.0
204,Shetpe,KZ,2020-12-25 01:04:19,44.17,52.12,14.65,84,100,6.6
205,East London,ZA,2020-12-25 01:03:00,-33.02,27.91,65.08,74,3,3.94
206,Port Elizabeth,ZA,2020-12-25 01:04:19,-33.92,25.57,57.2,93,6,3.36
207,Tyazhinskiy,RU,2020-12-25 01:04:20,56.12,88.52,3.06,93,100,12.64
208,Tuktoyaktuk,CA,2020-12-25 01:04:20,69.45,-133.04,-0.4,84,90,3.36
209,Rio Claro,BR,2020-12-25 01:04:20,-22.41,-47.56,73.4,73,0,12.75
210,Sao Filipe,CV,2020-12-25 01:04:20,14.9,-24.5,71.11,67,100,5.12
211,Guerrero Negro,MX,2020-12-25 01:04:21,27.98,-114.06,62.26,31,34,4.32
212,Urucara,BR,2020-12-25 01:04:21,-2.54,-57.76,77.92,80,99,1.74
213,Cayenne,GF,2020-12-25 01:00:08,4.93,-52.33,75.2,100,90,2.24
214,Lakatoro,VU,2020-12-25 01:04:21,-16.1,167.42,87.8,74,40,9.17
215,Yar-Sale,RU,2020-12-25 01:04:21,66.83,70.83,-36.83,82,42,7.67
216,Orocue,CO,2020-12-25 01:04:22,4.79,-71.34,77.92,79,0,6.31
217,Marsaxlokk,MT,2020-12-25 01:04:22,35.84,14.54,61.0,82,20,11.41
218,Ahipara,NZ,2020-12-25 01:04:22,-35.17,173.17,67.39,58,100,10.92
219,Coquimbo,CL,2020-12-25 01:04:22,-29.95,-71.34,59.0,82,0,8.05
220,Souillac,MU,2020-12-25 01:04:23,-20.52,57.52,77.0,94,75,12.75
221,Victoria,HK,2020-12-25 01:04:23,22.29,114.16,64.99,84,86,8.88
222,Vaitape,PF,2020-12-25 01:04:23,-16.52,-151.75,81.48,74,100,13.71
223,Sioux Lookout,CA,2020-12-25 01:00:37,50.1,-91.92,-11.2,76,20,3.42
224,Koutsouras,GR,2020-12-25 01:04:24,35.03,25.95,55.0,76,0,3.87
225,Leeton,AU,2020-12-25 01:04:24,-34.57,146.4,75.0,35,6,2.24
226,Dawei,MM,2020-12-25 01:04:25,14.08,98.2,75.11,67,71,6.2
227,Puerto Narino,CO,2020-12-25 01:04:25,-3.77,-70.38,75.2,100,75,1.36
228,Kavaratti,IN,2020-12-25 01:04:25,10.57,72.64,82.35,76,100,9.15
229,Niwari,IN,2020-12-25 01:04:25,28.88,77.53,51.33,46,0,5.75
230,Winslow,US,2020-12-25 01:04:26,35.02,-110.7,28.99,25,100,2.66
231,Manokwari,ID,2020-12-25 01:01:35,-0.87,134.08,83.97,71,99,4.09
232,Sorland,NO,2020-12-25 01:04:26,67.67,12.69,37.72,77,87,12.06
233,Bima,ID,2020-12-25 01:04:26,-8.47,118.72,83.66,69,54,3.94
